Model,15mins,daily,weekly,monthly
DT,0.2585001422856513,5.7575485616691235,35.42907502025226,150.88364456754624
EN,0.3188198801295722,7.923824214502639,48.799330484269575,200.04618149544436
KNN,0.26954996854511704,5.912354916950327,32.59609257156904,131.5053419790085
LGBM,0.2009568323062038,5.914569672764656,38.0954206121415,163.51086902917706
MLP,0.15223640712496586,3.184502025081441,16.570218405650156,68.6051284659006
XGB,0.2037593941320646,6.305964663654688,40.982105570684816,175.62887659522633
