,run_id,experiment_id,status,artifact_uri,start_time,end_time,metrics.r2,metrics.rmse,metrics.mae,params.batch_size,params.epochs,params.k2,params.k1,tags.type_model,tags.mlflow.source.git.commit,tags.mlflow.source.name,tags.mlflow.user,tags.mlflow.source.type,tags.train
0,841c7b87e2d746679a5abb471182f596,4,FINISHED,file:///C:/Users/lucabem/Desktop/master_docs/EnergyPrediction/mlruns/4/841c7b87e2d746679a5abb471182f596/artifacts,2021-08-23 16:09:08.408000+00:00,2021-08-23 16:09:48.256000+00:00,-181816103.554706,13483.9202220536,9449.928806951868,500,100,50,50,TS,9aca7a4065a9c9e6f69bab8ffe123ebf0aedf97c,C:/Users/lucabem/Desktop/master_docs/EnergyPrediction/main.py,lucabem,LOCAL,holdout
