,0
0,0.07565256446146415
1,0.11246721699441523
2,0.15297975900011335
3,0.20083543870092307
4,0.24636818341540356
5,0.27723159006186765
6,0.2921507963900599
7,0.2975323139008617
8,0.29845383403021386
9,0.2988009366917913
10,0.29992611274419634
11,0.30093911355115405
12,0.30091089971429863
13,0.2994935683179984
14,0.2963581747911675
15,0.29255770379069584
16,0.2876764190931058
17,0.28186522892632937
18,0.2764711243839205
